seq_global,Order_ID,priority_score,risk_level,y_pred,Vehicle,Traffic,Order_Period,Area,Category,Drop_Latitude,Drop_Longitude
227,mall793420535,2.17,high,143.69777331022863,scooter ,Medium ,Evening,Urban ,Electronics,12.391214,76.691094
228,gjoz487896909,2.17,high,180.6263788621928,motorcycle ,Jam ,Evening,Metropolitian ,Shoes,22.85806,76.0034
229,uyhh737739508,2.17,high,107.11545152910632,van,Medium ,Evening,Urban ,Shoes,19.191999,72.978493
230,oqls079067890,2.17,high,168.540714614998,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,13.024365,77.706155
231,tedw959014709,2.17,high,193.9949595902237,motorcycle ,Medium ,Evening,Urban ,Home,26.919596,75.870512
232,oonk411726870,2.17,high,158.15676892877377,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,18.656947,74.010626
233,mbhl506357488,2.17,high,131.70876661889662,scooter ,Medium ,Evening,Metropolitian ,Kitchen,12.974179,77.655797
234,axww038930610,2.17,high,173.1752814062116,scooter ,Medium ,Evening,Metropolitian ,Jewelry,21.267735,72.878778
235,nysh108218737,2.17,high,141.8181902650496,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,22.821234,75.95949
236,ywns682147170,2.17,high,112.81092926627376,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,0.03,0.03
237,jtpl715696370,2.17,high,137.26231316843257,motorcycle ,Medium ,Evening,Metropolitian ,Snacks,22.874648,76.024377
238,vfco459338483,2.17,high,169.36435866267294,motorcycle ,Medium ,Evening,Metropolitian ,Toys,23.421489,85.394253
239,cyvi795940301,2.17,high,110.88184138812312,motorcycle ,Medium ,Evening,Urban ,Outdoors,22.793838,75.937429
240,qtpv522722671,2.17,high,142.73037762901302,scooter ,Medium ,Evening,Metropolitian ,Kitchen,12.414022,76.698203
241,qsbx959676657,2.17,high,102.44007113364322,motorcycle ,Medium ,Evening,Metropolitian ,Books,12.974365,77.656155
242,qenw494330702,2.17,high,124.4561325911195,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,0.04,0.04
243,djxs796477126,2.17,high,162.46764097790563,motorcycle ,Medium ,Evening,Metropolitian ,Kitchen,23.489033,85.455347
244,yyox896258503,2.17,high,204.9206964226338,scooter ,Jam ,Evening,Metropolitian ,Pet Supplies,11.083009,77.05544
245,mbqh088514005,2.17,high,161.7263143923002,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,26.98294,75.873007
246,aift347738903,2.17,high,186.335865705052,motorcycle ,Jam ,Evening,Metropolitian ,Snacks,12.413978,76.717961
247,blaq095969623,2.17,high,105.49943781179364,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,18.609156,73.814723
248,bscr211495058,2.17,high,126.98948008691326,motorcycle ,Medium ,Evening,Metropolitian ,Apparel,17.494114,78.417554
249,nqfz382205259,2.17,high,110.03859157471284,scooter ,Medium ,Evening,Metropolitian ,Shoes,19.19663,72.899976
250,ymsk030400198,2.17,high,178.52258633557662,motorcycle ,Medium ,Evening,Metropolitian ,Clothing,12.432058,76.68665
251,ashg006649861,2.17,high,160.16052787748697,motorcycle ,Medium ,Evening,Metropolitian ,Outdoors,23.431489,85.404253
252,dfzh216585483,2.17,high,85.43767120731762,van,Medium ,Evening,Urban ,Home,23.389033,85.355347
253,rqad822336256,2.17,high,182.78254569604232,motorcycle ,Jam ,Evening,Metropolitian ,Jewelry,13.009934,77.759386
254,mkpp302632862,2.17,high,147.6817448756034,van,Jam ,Evening,Metropolitian ,Clothing,17.456228,78.437495
255,pdwn110999790,2.17,high,91.43651748567969,motorcycle ,Jam ,Evening,Urban ,Toys,17.540371,78.567225
256,ziuy830810836,2.17,high,137.63423965129306,motorcycle ,Medium ,Evening,Metropolitian ,Books,27.012908,75.902934
257,eona433012860,2.17,high,208.51124231037903,motorcycle ,Jam ,Evening,Metropolitian ,Home,17.538998,78.580366
258,lply615885846,2.17,high,166.61635882836973,motorcycle ,Medium ,Evening,Metropolitian ,Shoes,21.227735,72.838778
259,vsou573946206,2.17,high,119.70014449172808,motorcycle ,Medium ,Evening,Urban ,Skincare,26.951411,75.823604
260,esju870177126,2.17,high,157.35977267103976,scooter ,Medium ,Evening,Metropolitian ,Pet Supplies,13.105996,80.351898
261,nnmq555289643,2.17,high,197.70492866491043,scooter ,Jam ,Evening,Metropolitian ,Kitchen,12.447928,76.727889
262,gdmr373674043,2.17,high,201.31458011196312,scooter ,Jam ,Evening,Metropolitian ,Snacks,18.66144,73.914855
263,wioz363327238,2.17,high,159.88244974084472,motorcycle ,Medium ,Evening,Metropolitian ,Pet Supplies,17.518294,78.494423
264,hnrq632835162,2.17,high,97.07312017692588,motorcycle ,Medium ,Evening,Urban ,Electronics,12.363194,76.670583
265,wyod119971106,2.17,high,198.59271692991985,motorcycle ,Jam ,Evening,Metropolitian ,Home,13.201809,80.329104
266,dhin712574103,2.17,high,111.11993291920386,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,11.082169,77.059594
267,ylsj440730929,2.17,high,109.3805788586502,motorcycle ,Medium ,Evening,Metropolitian ,Outdoors,12.360972,76.709264
268,zteo988696415,2.17,high,195.23139619607977,motorcycle ,Jam ,Evening,Urban ,Outdoors,13.216439,80.350672
269,nxeu998090838,2.17,high,159.2268597584077,motorcycle ,Medium ,Evening,Metropolitian ,Snacks,17.556228,78.537495
270,mxst435736749,2.17,high,199.818909816272,scooter ,Jam ,Evening,Metropolitian ,Clothing,12.429524,76.77262
271,qlcd734854709,2.17,high,145.46410880027543,scooter ,Medium ,Evening,Metropolitian ,Kitchen,13.043298,77.724293
272,cees084338395,2.17,high,196.7074297377708,motorcycle ,Medium ,Evening,Metropolitian ,Apparel,23.489194,85.455447
273,mgxm092807470,2.17,high,190.2002436702525,motorcycle ,Medium ,Evening,Metropolitian ,Electronics,26.98519,75.890753
274,xzrl716784548,2.17,high,109.7994815726044,motorcycle ,Jam ,Evening,Metropolitian ,Toys,17.501477,78.47035
275,vbdj288102540,2.17,high,206.611739106695,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,18.673935,74.025367
276,uztz396895907,2.17,high,107.9849738870074,motorcycle ,Medium ,Evening,Metropolitian ,Electronics,21.230798,72.850489
277,fcti318222601,2.17,high,102.09698687479164,scooter ,Jam ,Evening,Metropolitian ,Skincare,21.233434,72.864492
278,fgfn939049524,2.17,high,105.73440148742382,scooter ,Jam ,Evening,Metropolitian ,Cosmetics,18.636947,73.990626
279,wfwa696115795,2.17,high,109.29417058704232,motorcycle ,Medium ,Evening,Metropolitian ,Snacks,22.370237,73.218921
280,exil020073001,2.17,high,132.84657655518262,motorcycle ,Medium ,Evening,Metropolitian ,Clothing,19.201458,72.937808
281,jcms852939074,2.17,high,102.69742826589112,motorcycle ,Medium ,Evening,Urban ,Books,17.490827,78.443391
282,bsvq035539920,2.17,high,149.8558880646301,motorcycle ,Medium ,Evening,Metropolitian ,Pet Supplies,0.05,0.05
283,fbgi216345502,2.17,high,140.1567518569442,van,Medium ,Evening,Metropolitian ,Sports,22.381358,73.234798
284,maai009743697,2.17,high,107.83723891836442,motorcycle ,Medium ,Evening,Metropolitian ,Sports,26.941378,75.819034
285,kxvu494950422,2.17,high,92.2147984573514,motorcycle ,Medium ,Evening,Urban ,Skincare,0.05,0.05
286,wqxw561286227,2.17,high,198.48276987804155,motorcycle ,Jam ,Evening,Metropolitian ,Electronics,26.936156,75.8923
287,jfhe219044142,2.17,high,120.1402373583361,motorcycle ,Medium ,Evening,Metropolitian ,Skincare,26.963726,75.80282
288,rkzu120873469,2.17,high,183.2704873913488,motorcycle ,Jam ,Evening,Metropolitian ,Snacks,17.501668,78.478321
289,iohz355769075,2.17,high,90.75455083202102,van,Jam ,Evening,Urban ,Books,12.435461,76.742278
290,gvqu485788342,2.17,high,129.3801872033325,motorcycle ,Medium ,Evening,Metropolitian ,Sports,21.305104,72.934342
291,nhda436221842,2.17,high,105.46751556409367,motorcycle ,Medium ,Evening,Metropolitian ,Electronics,23.404878,85.365739
292,djyi282612991,2.17,high,109.78457569337871,scooter ,Medium ,Evening,Metropolitian ,Home,22.441358,73.294798
293,eobj826469381,2.17,high,110.17749152262653,motorcycle ,Medium ,Evening,Metropolitian ,Toys,11.051852,77.026268
294,uldz465790145,2.17,high,178.12515261021628,van,Medium ,Evening,Metropolitian ,Outdoors,12.369524,76.71262
295,jujt031553958,2.17,high,128.400191872513,motorcycle ,Jam ,Evening,Metropolitian ,Books,13.050324,77.725748
296,dmhf504623023,2.17,high,114.2617762564016,scooter ,Medium ,Evening,Metropolitian ,Sports,0.06,0.06
297,byff186095854,2.17,high,229.02180925599183,motorcycle ,Jam ,Evening,Metropolitian ,Shoes,19.3113,72.966191
298,duwh849295111,2.17,high,195.6653217563837,motorcycle ,Jam ,Evening,Urban ,Shoes,19.21114,72.893074
299,nfbo612860913,2.17,high,114.5255675709377,motorcycle ,Medium ,Evening,Urban ,Home,27.006431,75.826649
300,bqnq248480085,2.17,high,95.81527841269136,van,Medium ,Evening,Urban ,Sports,12.383978,76.687961
301,mwzs247660287,2.17,high,109.73850491333336,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,21.225104,72.854342
302,nmlq634659237,2.17,high,135.8353632831916,motorcycle ,Medium ,Evening,Metropolitian ,Apparel,18.634382,73.878206
303,hrcl197288646,2.17,high,124.73377292109546,motorcycle ,Jam ,Evening,Metropolitian ,Books,21.200798,72.820489
304,ngvt422799214,2.17,high,201.56805352251612,scooter ,Jam ,Evening,Metropolitian ,Clothing,22.823659,75.973365
305,eyeg789851038,2.17,high,109.84090005485103,scooter ,Jam ,Evening,Metropolitian ,Skincare,23.485164,85.454097
306,oums976899977,2.17,high,210.37593761066412,van,Jam ,Evening,Metropolitian ,Books,27.015287,75.904592
307,gvom622633490,2.17,high,202.75175970215267,scooter ,Jam ,Evening,Metropolitian ,Skincare,21.316884,72.923616
308,tyxk726707250,2.17,high,187.8482642656492,scooter ,Jam ,Evening,Metropolitian ,Pet Supplies,21.229569,72.852697
309,rnjs864866462,2.17,high,192.388137452886,motorcycle ,Medium ,Evening,Metropolitian ,Outdoors,0.09,0.09
310,mgmg563812353,2.17,high,133.41912063366328,motorcycle ,Medium ,Evening,Metropolitian ,Shoes,22.835049,75.982471
311,hicw689120886,2.17,high,101.28468816631126,motorcycle ,Medium ,Evening,Urban ,Pet Supplies,23.411489,85.384253
312,gsjf526538542,2.17,high,132.01612214222033,motorcycle ,Jam ,Evening,Metropolitian ,Pet Supplies,13.100221,77.775396
313,vuqi016795424,2.17,high,123.99859423550625,motorcycle ,Medium ,Evening,Urban ,Home,12.444022,76.728203
314,vypi131080392,2.17,high,196.23337296947,motorcycle ,Jam ,Evening,Metropolitian ,Pet Supplies,22.881234,76.01949
315,liwz579887239,2.17,high,93.85697094773224,van,Medium ,Evening,Metropolitian ,Apparel,12.3585,76.715808
316,hqvf403483482,2.17,high,101.77602643372975,motorcycle ,Medium ,Evening,Metropolitian ,Home,17.480448,78.468213
317,xmww338971203,2.17,high,105.87833774435629,motorcycle ,Medium ,Evening,Metropolitian ,Shoes,13.076286,80.325235
318,zqfl780959313,2.17,high,81.2596688524369,motorcycle ,Medium ,Evening,Metropolitian ,Books,18.987584,72.892585
319,srxq397437443,2.17,high,102.15725858033096,motorcycle ,Medium ,Evening,Urban ,Jewelry,19.17663,72.879976
320,vnup416840077,2.17,high,200.20338911354057,scooter ,Jam ,Evening,Metropolitian ,Jewelry,13.096047,80.328114
321,pkdd184092307,2.17,high,104.35508516541194,scooter ,Jam ,Evening,Urban ,Home,19.145831,72.923984
322,tqqq117400105,2.17,high,119.65000269345305,motorcycle ,Medium ,Evening,Metropolitian ,Books,21.187729,72.798726
323,iyef612622637,2.17,high,97.0593018147416,motorcycle ,Jam ,Evening,Urban ,Home,13.211878,80.378519
324,sjrj192868139,2.17,high,170.99399508132296,motorcycle ,Jam ,Evening,Metropolitian ,Outdoors,12.963298,77.644293
325,ulee518709369,2.17,high,107.1714963688494,scooter ,Medium ,Evening,Metropolitian ,Snacks,22.814648,75.964377
326,wzjf811422439,2.17,high,199.3187918218364,motorcycle ,Medium ,Evening,Metropolitian ,Books,21.253434,72.884492
327,etxw310817190,2.17,high,132.1351993247037,motorcycle ,Medium ,Evening,Urban ,Books,13.100221,77.775396
328,isdt956747953,2.17,high,196.59013125321252,motorcycle ,Medium ,Evening,Metropolitian ,Clothing,12.396356,76.689103
329,gcun858222062,2.17,high,113.13778606188838,motorcycle ,Medium ,Evening,Metropolitian ,Clothing,22.337898,73.197788
330,ytaz340815723,2.17,high,106.84583776647804,motorcycle ,Medium ,Evening,Metropolitian ,Snacks,11.082477,77.055667
331,ejxr121863111,2.17,high,156.87811955964816,scooter ,Medium ,Evening,Metropolitian ,Apparel,19.113517,72.93765
332,tsbu713803893,2.17,high,108.4651360095476,motorcycle ,Jam ,Evening,Metropolitian ,Electronics,27.003726,75.842821
333,suoc120461423,2.17,high,209.87989116810368,motorcycle ,Jam ,Evening,Metropolitian ,Clothing,11.093008,77.06544
334,ajbk468346063,2.17,high,95.97285247989647,motorcycle ,Medium ,Evening,Urban ,Home,21.19276,72.818059
335,uxat386411656,2.17,high,107.82433375176038,scooter ,Medium ,Evening,Metropolitian ,Cosmetics,19.241141,72.923074
336,bzmo195847037,2.17,high,104.44631925951126,scooter ,Jam ,Evening,Metropolitian ,Pet Supplies,12.3585,76.715808
337,ljma738183350,2.17,high,132.03087555883133,motorcycle ,Jam ,Evening,Metropolitian ,Clothing,17.563809,78.516744
338,vrov890222278,2.17,high,203.772803459864,motorcycle ,Jam ,Evening,Metropolitian ,Outdoors,27.053726,75.89282
339,bqer393276375,2.17,high,197.9548620130214,motorcycle ,Jam ,Evening,Metropolitian ,Skincare,21.279569,72.902697
340,gnbd941440009,2.17,high,188.87918450983892,motorcycle ,Jam ,Evening,Metropolitian ,Cosmetics,0.08,0.08
341,btjl535066312,2.17,high,201.56632832017297,motorcycle ,Jam ,Evening,Metropolitian ,Kitchen,13.152394,80.372439
342,kcmu116689219,2.17,high,108.8306420142914,scooter ,Jam ,Evening,Metropolitian ,Apparel,0.09,0.09
343,mjps079763939,2.17,high,199.8185191232256,motorcycle ,Jam ,Evening,Metropolitian ,Home,22.84004,75.992847
344,qmrk674246687,2.17,high,184.82557502475348,scooter ,Jam ,Evening,Metropolitian ,Kitchen,27.053726,75.89282
345,oqiv876235596,2.17,high,174.2915545152772,scooter ,Jam ,Evening,Metropolitian ,Outdoors,26.956156,75.9123
346,ccnr488509764,2.17,high,91.56519079186336,scooter ,Jam ,Evening,Urban ,Snacks,23.403783,85.376967
347,fzrw362756751,2.17,high,89.59977380324942,motorcycle ,Medium ,Evening,Urban ,Cosmetics,12.411214,76.711094
348,jgpl972959252,2.17,high,204.5482435938524,scooter ,Jam ,Evening,Metropolitian ,Books,0.09,0.09
349,fdls248525577,2.17,high,130.8201337604949,motorcycle ,Medium ,Evening,Metropolitian ,Kitchen,26.983483,75.873139
350,fomw933786888,2.17,high,204.3885895051471,motorcycle ,Jam ,Evening,Metropolitian ,Sports,19.201141,72.883074
351,awzk147949157,2.17,high,112.9434985584447,scooter ,Jam ,Evening,Metropolitian ,Apparel,23.389407,85.355055
352,txlj001636854,2.17,high,202.2292304983447,scooter ,Jam ,Evening,Metropolitian ,Clothing,19.113517,72.93765
353,szny987481644,2.17,high,104.66876942283648,van,Jam ,Evening,Metropolitian ,Toys,23.444989,85.405486
354,syqn000566609,2.17,high,178.0688619696572,scooter ,Medium ,Evening,Metropolitian ,Kitchen,12.462058,76.71665
355,piof092144868,2.17,high,162.37324873447054,motorcycle ,Medium ,Evening,Metropolitian ,Kitchen,26.995287,75.884592
356,lyqc970873485,2.17,high,90.17620068233592,motorcycle ,Jam ,Evening,Metropolitian ,Jewelry,18.596947,73.950626
357,yzod046149213,2.17,high,197.6288499446411,scooter ,Jam ,Evening,Urban ,Shoes,12.482058,76.73665
358,kkni283102635,2.17,high,198.77894776559023,motorcycle ,Jam ,Evening,Metropolitian ,Toys,11.09091,77.010432
359,qddr376541006,2.17,high,182.7801941305804,motorcycle ,Jam ,Evening,Metropolitian ,Pet Supplies,22.798163,75.954212
360,jysr427028144,2.17,high,101.34938854992215,van,Medium ,Evening,Urban ,Electronics,27.041927,75.927282
361,yxmg013879736,2.17,high,121.76812903115328,motorcycle ,Jam ,Evening,Urban ,Jewelry,13.102532,77.738179
362,ocbg529160503,2.17,high,94.951100157296,scooter ,Jam ,Evening,Other,Sports,22.802634,75.966959
363,jrws500229852,2.17,high,184.276605505868,motorcycle ,Jam ,Evening,Metropolitian ,Shoes,21.239669,72.862629
364,zcnt999632025,2.17,high,197.72241260725423,motorcycle ,Medium ,Evening,Metropolitian ,Shoes,23.467804,85.435146
365,lnxv709397321,2.17,high,99.50990625681388,motorcycle ,Jam ,Evening,Urban ,Kitchen,13.09041,77.750489
366,kxho775409661,2.17,high,149.6065813726966,scooter ,Jam ,Evening,Metropolitian ,Toys,23.417804,85.385146
367,mqnq003542139,2.17,high,122.50263383712594,motorcycle ,Medium ,Evening,Metropolitian ,Shoes,17.509585,78.472621
368,shiu839078778,2.17,high,108.15728931957108,motorcycle ,Jam ,Evening,Metropolitian ,Clothing,18.62144,73.874855
369,tbia108696608,2.17,high,121.83277842334898,motorcycle ,Jam ,Evening,Metropolitian ,Books,22.36279,73.220283
370,koft209106884,2.17,high,109.19924558573206,motorcycle ,Medium ,Evening,Urban ,Cosmetics,13.019096,77.680625
371,thgh378247954,2.17,high,85.26353817933014,motorcycle ,Medium ,Evening,Urban ,Home,13.021615,80.271598
372,esfo438688258,2.17,high,129.09358129053052,motorcycle ,Jam ,Evening,Metropolitian ,Skincare,26.992328,75.884257
373,gktd266464754,2.17,high,172.15301961018363,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,17.561976,78.495883
374,igba337104445,2.17,high,197.78515679345807,scooter ,Jam ,Evening,Metropolitian ,Skincare,11.133009,77.10544
375,skcv090673467,2.17,high,135.23960927855964,motorcycle ,Jam ,Evening,Metropolitian ,Electronics,0.06,0.06
376,yost983286704,2.17,high,174.29517940662944,scooter ,Medium ,Evening,Metropolitian ,Sports,11.116686,77.061736
377,lupd228946372,2.17,high,186.91153367916365,scooter ,Jam ,Evening,Metropolitian ,Outdoors,12.381072,76.724878
378,fppf827639521,2.17,high,200.24774398808464,motorcycle ,Jam ,Evening,Metropolitian ,Pet Supplies,27.051378,75.929034
379,zrxv022325469,2.17,high,191.56878233594227,motorcycle ,Jam ,Evening,Metropolitian ,Pet Supplies,22.761847,75.991991
380,vglj422527298,2.17,high,128.63712858854336,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,13.049166,77.710709
381,aqij204077941,2.17,high,206.1637870366028,scooter ,Jam ,Evening,Metropolitian ,Pet Supplies,0.07,0.07
382,nrrq220893174,2.17,high,125.32484541012155,motorcycle ,Medium ,Evening,Metropolitian ,Sports,18.634382,73.878206
383,snsb382571691,2.17,high,128.4898322562151,motorcycle ,Medium ,Evening,Metropolitian ,Apparel,26.986156,75.9423
384,tetn925895045,2.17,high,93.98701881109336,motorcycle ,Medium ,Evening,Metropolitian ,Jewelry,21.256608,72.864136
385,iqxb459300228,2.17,high,190.86042440462745,motorcycle ,Jam ,Evening,Metropolitian ,Snacks,19.221458,72.957808
386,rhnc297215111,2.17,high,168.97808350080618,motorcycle ,Medium ,Evening,Metropolitian ,Cosmetics,13.148616,80.354151
387,izvm003756969,2.17,high,117.95929750145228,motorcycle ,Medium ,Evening,Metropolitian ,Home,13.104181,80.276442
388,urgh719421847,2.17,high,107.48700545931956,motorcycle ,Medium ,Evening,Urban ,Clothing,22.350237,73.198921
389,whix931151348,2.17,high,108.0010112275782,motorcycle ,Jam ,Evening,Metropolitian ,Outdoors,17.539585,78.502621
390,wnzp752916833,2.17,high,125.9446141581034,motorcycle ,Jam ,Evening,Other,Sports,26.993483,75.883139
391,yfxx436969840,2.17,high,134.3983380181257,motorcycle ,Jam ,Evening,Metropolitian ,Books,0.09,0.09
392,nlbf359132461,2.17,high,203.19167385320932,scooter ,Jam ,Evening,Urban ,Outdoors,23.424422,85.4029
393,omnc127744850,2.17,high,127.87261128291466,motorcycle ,Medium ,Evening,Urban ,Pet Supplies,22.881857,75.996699
394,tdmb232256732,2.17,high,161.300651141177,motorcycle ,Medium ,Evening,Metropolitian ,Pet Supplies,0.11,0.11
395,kitz219579690,2.17,high,174.61650666764132,motorcycle ,Medium ,Evening,Metropolitian ,Kitchen,11.076686,77.021736
